,hucmask,ssr,year,month,objid,huc6
80,1,28697571000.0,1985,9,1,190201
81,1,12210357000.0,1985,10,1,190201
82,1,3467722800.0,1985,11,1,190201
83,1,895507460.0,1985,12,1,190201
84,1,1806523000.0,1986,1,1,190201
85,1,6828222500.0,1986,2,1,190201
86,1,17753039000.0,1986,3,1,190201
87,1,31757914000.0,1986,4,1,190201
88,1,58495210000.0,1986,5,1,190201
89,1,80080050000.0,1986,6,1,190201
90,1,73784540000.0,1986,7,1,190201
91,1,49476977000.0,1986,8,1,190201
92,1,40815497000.0,1986,9,1,190201
93,1,11090955000.0,1986,10,1,190201
94,1,3153276400.0,1986,11,1,190201
95,1,825480900.0,1986,12,1,190201
96,1,1854355800.0,1987,1,1,190201
97,1,6372545500.0,1987,2,1,190201
98,1,22389330000.0,1987,3,1,190201
99,1,35407700000.0,1987,4,1,190201
100,1,55763950000.0,1987,5,1,190201
101,1,55123845000.0,1987,6,1,190201
102,1,70359050000.0,1987,7,1,190201
103,1,64299266000.0,1987,8,1,190201
104,1,25098346000.0,1987,9,1,190201
105,1,9647118000.0,1987,10,1,190201
106,1,2602918000.0,1987,11,1,190201
107,1,1006316160.0,1987,12,1,190201
108,1,2136811600.0,1988,1,1,190201
109,1,5524959000.0,1988,2,1,190201
110,1,15282952000.0,1988,3,1,190201
111,1,31464059000.0,1988,4,1,190201
112,1,51603767000.0,1988,5,1,190201
113,1,65104773000.0,1988,6,1,190201
114,1,61176136000.0,1988,7,1,190201
115,1,50835290000.0,1988,8,1,190201
116,1,32099810000.0,1988,9,1,190201
117,1,8113996000.0,1988,10,1,190201
118,1,2930737700.0,1988,11,1,190201
119,1,879419140.0,1988,12,1,190201
120,1,2146790100.0,1989,1,1,190201
121,1,8040108000.0,1989,2,1,190201
122,1,22420020000.0,1989,3,1,190201
123,1,36147814000.0,1989,4,1,190201
124,1,50853958000.0,1989,5,1,190201
125,1,71844720000.0,1989,6,1,190201
126,1,85645150000.0,1989,7,1,190201
127,1,59487330000.0,1989,8,1,190201
128,1,27228226000.0,1989,9,1,190201
129,1,10846946000.0,1989,10,1,190201
130,1,2717446000.0,1989,11,1,190201
131,1,782965600.0,1989,12,1,190201
132,1,2070283000.0,1990,1,1,190201
133,1,5714302000.0,1990,2,1,190201
134,1,17093140000.0,1990,3,1,190201
135,1,37492277000.0,1990,4,1,190201
136,1,67520545000.0,1990,5,1,190201
137,1,74706090000.0,1990,6,1,190201
138,1,81227490000.0,1990,7,1,190201
139,1,55047487000.0,1990,8,1,190201
140,1,24468070000.0,1990,9,1,190201
141,1,9991249000.0,1990,10,1,190201
142,1,3442262000.0,1990,11,1,190201
143,1,941809540.0,1990,12,1,190201
144,1,2047289600.0,1991,1,1,190201
145,1,5460269000.0,1991,2,1,190201
146,1,16949379000.0,1991,3,1,190201
147,1,30556226000.0,1991,4,1,190201
148,1,58465280000.0,1991,5,1,190201
149,1,78607450000.0,1991,6,1,190201
150,1,68321796000.0,1991,7,1,190201
151,1,51763700000.0,1991,8,1,190201
152,1,27022369000.0,1991,9,1,190201
153,1,10701959000.0,1991,10,1,190201
154,1,2913443300.0,1991,11,1,190201
155,1,862603500.0,1991,12,1,190201
156,1,1672798700.0,1992,1,1,190201
157,1,6184220700.0,1992,2,1,190201
158,1,15380943000.0,1992,3,1,190201
159,1,32323010000.0,1992,4,1,190201
160,1,51099705000.0,1992,5,1,190201
161,1,76938100000.0,1992,6,1,190201
162,1,64015570000.0,1992,7,1,190201
163,1,46876790000.0,1992,8,1,190201
164,1,25667310000.0,1992,9,1,190201
165,1,9928823000.0,1992,10,1,190201
166,1,2470294500.0,1992,11,1,190201
167,1,999226800.0,1992,12,1,190201
168,1,1928787800.0,1993,1,1,190201
169,1,5725276000.0,1993,2,1,190201
170,1,18544130000.0,1993,3,1,190201
171,1,37942374000.0,1993,4,1,190201
172,1,64364380000.0,1993,5,1,190201
173,1,83924400000.0,1993,6,1,190201
174,1,78286406000.0,1993,7,1,190201
175,1,48837950000.0,1993,8,1,190201
176,1,26811347000.0,1993,9,1,190201
177,1,10083055000.0,1993,10,1,190201
178,1,2601814300.0,1993,11,1,190201
179,1,918946100.0,1993,12,1,190201
180,1,1929296900.0,1994,1,1,190201
181,1,8198586400.0,1994,2,1,190201
182,1,16264323000.0,1994,3,1,190201
183,1,35415667000.0,1994,4,1,190201
184,1,52125550000.0,1994,5,1,190201
185,1,74185820000.0,1994,6,1,190201
186,1,78375895000.0,1994,7,1,190201
187,1,64730354000.0,1994,8,1,190201
188,1,28590203000.0,1994,9,1,190201
189,1,9318050000.0,1994,10,1,190201
190,1,2832123400.0,1994,11,1,190201
191,1,964687550.0,1994,12,1,190201
192,1,2064621800.0,1995,1,1,190201
193,1,6479962600.0,1995,2,1,190201
194,1,18401830000.0,1995,3,1,190201
195,1,32922608000.0,1995,4,1,190201
196,1,58750214000.0,1995,5,1,190201
197,1,71945470000.0,1995,6,1,190201
198,1,59960316000.0,1995,7,1,190201
199,1,57727795000.0,1995,8,1,190201
200,1,28622070000.0,1995,9,1,190201
201,1,13306053000.0,1995,10,1,190201
202,1,3601261600.0,1995,11,1,190201
203,1,1255155600.0,1995,12,1,190201
204,1,2776844800.0,1996,1,1,190201
205,1,6429132300.0,1996,2,1,190201
206,1,18535977000.0,1996,3,1,190201
207,1,35788743000.0,1996,4,1,190201
208,1,72213030000.0,1996,5,1,190201
209,1,85597650000.0,1996,6,1,190201
210,1,73318556000.0,1996,7,1,190201
211,1,52242180000.0,1996,8,1,190201
212,1,32990122000.0,1996,9,1,190201
213,1,9991395000.0,1996,10,1,190201
214,1,3331376600.0,1996,11,1,190201
215,1,1138376400.0,1996,12,1,190201
216,1,2100958500.0,1997,1,1,190201
217,1,5574746000.0,1997,2,1,190201
218,1,20365906000.0,1997,3,1,190201
219,1,35164254000.0,1997,4,1,190201
220,1,62117134000.0,1997,5,1,190201
221,1,81989060000.0,1997,6,1,190201
222,1,68407010000.0,1997,7,1,190201
223,1,51723040000.0,1997,8,1,190201
224,1,36515740000.0,1997,9,1,190201
225,1,14634062000.0,1997,10,1,190201
226,1,2669721000.0,1997,11,1,190201
227,1,867346500.0,1997,12,1,190201
228,1,2186333400.0,1998,1,1,190201
229,1,6068067000.0,1998,2,1,190201
230,1,20162056000.0,1998,3,1,190201
231,1,32112572000.0,1998,4,1,190201
232,1,51315540000.0,1998,5,1,190201
233,1,70811340000.0,1998,6,1,190201
234,1,73750940000.0,1998,7,1,190201
235,1,51718373000.0,1998,8,1,190201
236,1,28284385000.0,1998,9,1,190201
237,1,13403884000.0,1998,10,1,190201
238,1,3603916300.0,1998,11,1,190201
239,1,1077305100.0,1998,12,1,190201
240,1,2034524800.0,1999,1,1,190201
241,1,6751904000.0,1999,2,1,190201
242,1,18446635000.0,1999,3,1,190201
243,1,30384930000.0,1999,4,1,190201
244,1,54560432000.0,1999,5,1,190201
245,1,73099620000.0,1999,6,1,190201
246,1,71913970000.0,1999,7,1,190201
247,1,58358620000.0,1999,8,1,190201
248,1,27624008000.0,1999,9,1,190201
249,1,8540334000.0,1999,10,1,190201
250,1,2876424000.0,1999,11,1,190201
251,1,881079360.0,1999,12,1,190201
252,1,1761998000.0,2000,1,1,190201
253,1,6552396000.0,2000,2,1,190201
254,1,17693463000.0,2000,3,1,190201
255,1,32683270000.0,2000,4,1,190201
256,1,55099572000.0,2000,5,1,190201
257,1,74385920000.0,2000,6,1,190201
258,1,67997876000.0,2000,7,1,190201
259,1,53746540000.0,2000,8,1,190201
260,1,22979523000.0,2000,9,1,190201
261,1,9497543000.0,2000,10,1,190201
262,1,2684415500.0,2000,11,1,190201
263,1,980621700.0,2000,12,1,190201
264,1,1668379300.0,2001,1,1,190201
265,1,6624721400.0,2001,2,1,190201
266,1,17425357000.0,2001,3,1,190201
267,1,32444230000.0,2001,4,1,190201
268,1,52649247000.0,2001,5,1,190201
269,1,77654330000.0,2001,6,1,190201
270,1,60089967000.0,2001,7,1,190201
271,1,58469777000.0,2001,8,1,190201
272,1,32073542000.0,2001,9,1,190201
273,1,10578461000.0,2001,10,1,190201
274,1,3082988300.0,2001,11,1,190201
275,1,1047185400.0,2001,12,1,190201
276,1,1888515300.0,2002,1,1,190201
277,1,6417387000.0,2002,2,1,190201
278,1,21200703000.0,2002,3,1,190201
279,1,34680480000.0,2002,4,1,190201
280,1,58540278000.0,2002,5,1,190201
281,1,73898820000.0,2002,6,1,190201
282,1,71601840000.0,2002,7,1,190201
283,1,51415760000.0,2002,8,1,190201
284,1,30903070000.0,2002,9,1,190201
285,1,9293444000.0,2002,10,1,190201
286,1,3055630600.0,2002,11,1,190201
287,1,980126100.0,2002,12,1,190201
288,1,1962351600.0,2003,1,1,190201
289,1,5606084600.0,2003,2,1,190201
290,1,20611699000.0,2003,3,1,190201
291,1,39243117000.0,2003,4,1,190201
292,1,61056606000.0,2003,5,1,190201
293,1,75670585000.0,2003,6,1,190201
294,1,73481640000.0,2003,7,1,190201
295,1,55509205000.0,2003,8,1,190201
296,1,36495340000.0,2003,9,1,190201
297,1,14701692000.0,2003,10,1,190201
298,1,2923036700.0,2003,11,1,190201
299,1,930920700.0,2003,12,1,190201
300,1,2342299600.0,2004,1,1,190201
301,1,6117262000.0,2004,2,1,190201
302,1,16786119000.0,2004,3,1,190201
303,1,31112358000.0,2004,4,1,190201
304,1,64744505000.0,2004,5,1,190201
305,1,88493930000.0,2004,6,1,190201
306,1,77091170000.0,2004,7,1,190201
307,1,72439960000.0,2004,8,1,190201
308,1,32761889000.0,2004,9,1,190201
309,1,11856169000.0,2004,10,1,190201
310,1,2979077000.0,2004,11,1,190201
311,1,901364350.0,2004,12,1,190201
312,1,2206893000.0,2005,1,1,190201
313,1,5292219400.0,2005,2,1,190201
314,1,17406100000.0,2005,3,1,190201
315,1,38153765000.0,2005,4,1,190201
316,1,69908640000.0,2005,5,1,190201
317,1,82053230000.0,2005,6,1,190201
318,1,71204480000.0,2005,7,1,190201
319,1,57528030000.0,2005,8,1,190201
320,1,28148525000.0,2005,9,1,190201
321,1,14628352000.0,2005,10,1,190201
322,1,3774490600.0,2005,11,1,190201
323,1,858970200.0,2005,12,1,190201
324,1,2240407600.0,2006,1,1,190201
325,1,6432506000.0,2006,2,1,190201
326,1,21135900000.0,2006,3,1,190201
327,1,29858079000.0,2006,4,1,190201
328,1,58431853000.0,2006,5,1,190201
329,1,75111390000.0,2006,6,1,190201
330,1,70319360000.0,2006,7,1,190201
331,1,44011590000.0,2006,8,1,190201
332,1,33002640000.0,2006,9,1,190201
333,1,12032341000.0,2006,10,1,190201
334,1,5585014000.0,2006,11,1,190201
335,1,936161300.0,2006,12,1,190201
336,1,1638072300.0,2007,1,1,190201
337,1,8775950000.0,2007,2,1,190201
338,1,20866474000.0,2007,3,1,190201
339,1,38396252000.0,2007,4,1,190201
340,1,58109616000.0,2007,5,1,190201
341,1,84961890000.0,2007,6,1,190201
342,1,67004203000.0,2007,7,1,190201
343,1,60632040000.0,2007,8,1,190201
344,1,29795500000.0,2007,9,1,190201
345,1,15711659000.0,2007,10,1,190201
346,1,3263927800.0,2007,11,1,190201
347,1,1045703700.0,2007,12,1,190201
348,1,1948179000.0,2008,1,1,190201
349,1,6259149300.0,2008,2,1,190201
350,1,17769781000.0,2008,3,1,190201
351,1,29624672000.0,2008,4,1,190201
352,1,60028305000.0,2008,5,1,190201
353,1,72123970000.0,2008,6,1,190201
354,1,58020037000.0,2008,7,1,190201
355,1,48742375000.0,2008,8,1,190201
356,1,26798148000.0,2008,9,1,190201
357,1,12112562000.0,2008,10,1,190201
358,1,3285535200.0,2008,11,1,190201
359,1,1057837060.0,2008,12,1,190201
360,1,1986773800.0,2009,1,1,190201
361,1,7004042000.0,2009,2,1,190201
362,1,17330504000.0,2009,3,1,190201
363,1,34692428000.0,2009,4,1,190201
364,1,73275230000.0,2009,5,1,190201
365,1,79964370000.0,2009,6,1,190201
366,1,82320980000.0,2009,7,1,190201
367,1,46959292000.0,2009,8,1,190201
368,1,32945713000.0,2009,9,1,190201
369,1,14984151000.0,2009,10,1,190201
370,1,3534116600.0,2009,11,1,190201
371,1,1020515460.0,2009,12,1,190201
372,1,2045799000.0,2010,1,1,190201
373,1,6082255000.0,2010,2,1,190201
374,1,16730657000.0,2010,3,1,190201
375,1,32441893000.0,2010,4,1,190201
376,1,69393410000.0,2010,5,1,190201
377,1,65174553000.0,2010,6,1,190201
378,1,58121077000.0,2010,7,1,190201
379,1,53644607000.0,2010,8,1,190201
380,1,37310366000.0,2010,9,1,190201
381,1,13426340000.0,2010,10,1,190201
382,1,2737707500.0,2010,11,1,190201
383,1,1118597500.0,2010,12,1,190201
384,1,2175274000.0,2011,1,1,190201
385,1,6485565400.0,2011,2,1,190201
386,1,21694800000.0,2011,3,1,190201
387,1,32594745000.0,2011,4,1,190201
388,1,66265060000.0,2011,5,1,190201
389,1,70203286000.0,2011,6,1,190201
390,1,69091880000.0,2011,7,1,190201
391,1,49249080000.0,2011,8,1,190201
392,1,32045726000.0,2011,9,1,190201
393,1,14717573000.0,2011,10,1,190201
394,1,2809354000.0,2011,11,1,190201
395,1,811712800.0,2011,12,1,190201
396,1,2117441900.0,2012,1,1,190201
397,1,5964599300.0,2012,2,1,190201
398,1,18878812000.0,2012,3,1,190201
399,1,39223540000.0,2012,4,1,190201
400,1,52702070000.0,2012,5,1,190201
401,1,63444394000.0,2012,6,1,190201
402,1,62913730000.0,2012,7,1,190201
403,1,52830380000.0,2012,8,1,190201
404,1,25285448000.0,2012,9,1,190201
405,1,15165780000.0,2012,10,1,190201
406,1,3295926800.0,2012,11,1,190201
407,1,1207451100.0,2012,12,1,190201
408,1,1757369600.0,2013,1,1,190201
409,1,5342401500.0,2013,2,1,190201
410,1,18070380000.0,2013,3,1,190201
411,1,31205060000.0,2013,4,1,190201
412,1,50414000000.0,2013,5,1,190201
413,1,90214340000.0,2013,6,1,190201
414,1,74521305000.0,2013,7,1,190201
415,1,55694640000.0,2013,8,1,190201
416,1,25835782000.0,2013,9,1,190201
417,1,11612338000.0,2013,10,1,190201
418,1,3369094700.0,2013,11,1,190201
419,1,1035355400.0,2013,12,1,190201
420,1,1774620900.0,2014,1,1,190201
421,1,7860343300.0,2014,2,1,190201
422,1,22292540000.0,2014,3,1,190201
423,1,37994880000.0,2014,4,1,190201
424,1,72752330000.0,2014,5,1,190201
425,1,72218320000.0,2014,6,1,190201
426,1,68902410000.0,2014,7,1,190201
427,1,52172360000.0,2014,8,1,190201
428,1,30782177000.0,2014,9,1,190201
429,1,12970643000.0,2014,10,1,190201
430,1,3714187800.0,2014,11,1,190201
431,1,899161400.0,2014,12,1,190201
432,1,1948814600.0,2015,1,1,190201
433,1,6149768000.0,2015,2,1,190201
434,1,18603549000.0,2015,3,1,190201
435,1,32613180000.0,2015,4,1,190201
436,1,73226850000.0,2015,5,1,190201
437,1,81911140000.0,2015,6,1,190201
438,1,74242990000.0,2015,7,1,190201
439,1,58381033000.0,2015,8,1,190201
440,1,31689568000.0,2015,9,1,190201
441,1,13911082000.0,2015,10,1,190201
442,1,3184064500.0,2015,11,1,190201
443,1,1017182850.0,2015,12,1,190201
444,1,1806932500.0,2016,1,1,190201
445,1,6839304000.0,2016,2,1,190201
446,1,17815286000.0,2016,3,1,190201
447,1,38028980000.0,2016,4,1,190201
448,1,64784730000.0,2016,5,1,190201
449,1,81876400000.0,2016,6,1,190201
450,1,66944770000.0,2016,7,1,190201
451,1,47856857000.0,2016,8,1,190201
452,1,33979818000.0,2016,9,1,190201
453,1,20574048000.0,2016,10,1,190201
454,1,4155025400.0,2016,11,1,190201
455,1,1030173600.0,2016,12,1,190201
456,1,2012390400.0,2017,1,1,190201
457,1,6907751400.0,2017,2,1,190201
458,1,21034641000.0,2017,3,1,190201
459,1,40507445000.0,2017,4,1,190201
460,1,61405995000.0,2017,5,1,190201
461,1,69010650000.0,2017,6,1,190201
462,1,64473817000.0,2017,7,1,190201
463,1,52349600000.0,2017,8,1,190201
464,1,30575210000.0,2017,9,1,190201
465,1,12764635000.0,2017,10,1,190201
466,1,3914043400.0,2017,11,1,190201
467,1,897477000.0,2017,12,1,190201
468,1,2113185000.0,2018,1,1,190201
469,1,6991828000.0,2018,2,1,190201
470,1,18795835000.0,2018,3,1,190201
471,1,34675438000.0,2018,4,1,190201
472,1,50621837000.0,2018,5,1,190201
473,1,67944202000.0,2018,6,1,190201
474,1,77074990000.0,2018,7,1,190201
475,1,41583920000.0,2018,8,1,190201
476,1,40045690000.0,2018,9,1,190201
477,1,15679082000.0,2018,10,1,190201
478,1,3656207400.0,2018,11,1,190201
479,1,913019140.0,2018,12,1,190201
480,1,2081380900.0,2019,1,1,190201
481,1,6946129000.0,2019,2,1,190201
482,1,19079274000.0,2019,3,1,190201
483,1,41186550000.0,2019,4,1,190201
484,1,58602238000.0,2019,5,1,190201
485,1,81256910000.0,2019,6,1,190201
486,1,78891520000.0,2019,7,1,190201
487,1,67903955000.0,2019,8,1,190201
488,1,33388880000.0,2019,9,1,190201
489,1,12960413000.0,2019,10,1,190201
490,1,3060680200.0,2019,11,1,190201
491,1,895600400.0,2019,12,1,190201
492,1,2164255700.0,2020,1,1,190201
493,1,6085429000.0,2020,2,1,190201
494,1,18737111000.0,2020,3,1,190201
495,1,33040474000.0,2020,4,1,190201
496,1,64574382000.0,2020,5,1,190201
497,1,70140700000.0,2020,6,1,190201
498,1,74223960000.0,2020,7,1,190201
499,1,55419010000.0,2020,8,1,190201
500,1,32657912000.0,2020,9,1,190201
501,1,14601183000.0,2020,10,1,190201
502,1,3210880500.0,2020,11,1,190201
503,1,904985400.0,2020,12,1,190201
504,1,1963056900.0,2021,1,1,190201
505,1,6700334000.0,2021,2,1,190201
506,1,17727795000.0,2021,3,1,190201
507,1,36489667000.0,2021,4,1,190201
508,1,57550650000.0,2021,5,1,190201
509,1,74607510000.0,2021,6,1,190201
510,1,73198250000.0,2021,7,1,190201
511,1,52907770000.0,2021,8,1,190201
512,1,32029614000.0,2021,9,1,190201
513,1,11756956000.0,2021,10,1,190201
514,1,3428935000.0,2021,11,1,190201
515,1,1020853250.0,2021,12,1,190201
516,1,1738492300.0,2022,1,1,190201
517,1,4431059500.0,2022,2,1,190201
518,1,15831407000.0,2022,3,1,190201
519,1,37206258000.0,2022,4,1,190201
520,1,62056735000.0,2022,5,1,190201
521,1,88058800000.0,2022,6,1,190201
522,1,72059830000.0,2022,7,1,190201
523,1,42971836000.0,2022,8,1,190201
524,1,25641198000.0,2022,9,1,190201
525,1,9432366000.0,2022,10,1,190201
526,1,2832287700.0,2022,11,1,190201
527,1,975146240.0,2022,12,1,190201
528,1,1709341200.0,2023,1,1,190201
529,1,5937028000.0,2023,2,1,190201
530,1,17776630000.0,2023,3,1,190201
531,1,28651012000.0,2023,4,1,190201
532,1,51059880000.0,2023,5,1,190201
533,1,68319846000.0,2023,6,1,190201
534,1,74873540000.0,2023,7,1,190201
535,1,50939396000.0,2023,8,1,190201
536,1,27138953000.0,2023,9,1,190201
537,1,12456073000.0,2023,10,1,190201
538,1,3079023600.0,2023,11,1,190201
539,1,911680900.0,2023,12,1,190201
540,1,2048765700.0,2024,1,1,190201
541,1,6593990700.0,2024,2,1,190201
542,1,14367032000.0,2024,3,1,190201
543,2,1792669200.0,1979,1,2,190705
544,2,10631332000.0,1979,2,2,190705
545,2,21321982000.0,1979,3,2,190705
546,2,47221805000.0,1979,4,2,190705
547,2,87681190000.0,1979,5,2,190705
548,2,91376350000.0,1979,6,2,190705
549,2,77012990000.0,1979,7,2,190705
550,2,68594213000.0,1979,8,2,190705
551,2,35841704000.0,1979,9,2,190705
552,2,17265314000.0,1979,10,2,190705
553,2,3241201200.0,1979,11,2,190705
554,2,515907620.0,1979,12,2,190705
555,2,1740367900.0,1980,1,2,190705
556,2,8603846000.0,1980,2,2,190705
557,2,26717372000.0,1980,3,2,190705
558,2,44592013000.0,1980,4,2,190705
559,2,83987990000.0,1980,5,2,190705
560,2,86226166000.0,1980,6,2,190705
561,2,79295594000.0,1980,7,2,190705
562,2,63296217000.0,1980,8,2,190705
563,2,34738390000.0,1980,9,2,190705
564,2,13276194000.0,1980,10,2,190705
565,2,2741944800.0,1980,11,2,190705
566,2,625941600.0,1980,12,2,190705
567,2,1750686500.0,1981,1,2,190705
568,2,7918425000.0,1981,2,2,190705
569,2,26013862000.0,1981,3,2,190705
570,2,49795490000.0,1981,4,2,190705
571,2,81345930000.0,1981,5,2,190705
572,2,90235920000.0,1981,6,2,190705
573,2,70196110000.0,1981,7,2,190705
574,2,64034476000.0,1981,8,2,190705
575,2,34477390000.0,1981,9,2,190705
576,2,10325668000.0,1981,10,2,190705
577,2,2772985900.0,1981,11,2,190705
578,2,525400200.0,1981,12,2,190705
579,2,2168553700.0,1982,1,2,190705
580,2,8486418000.0,1982,2,2,190705
581,2,27544940000.0,1982,3,2,190705
582,2,43216200000.0,1982,4,2,190705
583,2,73133015000.0,1982,5,2,190705
584,2,85735100000.0,1982,6,2,190705
585,2,80556470000.0,1982,7,2,190705
586,2,60710260000.0,1982,8,2,190705
587,2,38236516000.0,1982,9,2,190705
588,2,14039138000.0,1982,10,2,190705
589,2,2677944800.0,1982,11,2,190705
590,2,505004700.0,1982,12,2,190705
591,2,1747878700.0,1983,1,2,190705
592,2,7785906000.0,1983,2,2,190705
593,2,27194413000.0,1983,3,2,190705
594,2,46337765000.0,1983,4,2,190705
595,2,83431980000.0,1983,5,2,190705
596,2,86023045000.0,1983,6,2,190705
597,2,83370570000.0,1983,7,2,190705
598,2,56025630000.0,1983,8,2,190705
599,2,37313937000.0,1983,9,2,190705
600,2,10928111000.0,1983,10,2,190705
601,2,3185408500.0,1983,11,2,190705
602,2,613436700.0,1983,12,2,190705
603,2,1630404100.0,1984,1,2,190705
604,2,7573968000.0,1984,2,2,190705
605,2,25066766000.0,1984,3,2,190705
606,2,46014300000.0,1984,4,2,190705
607,2,84013220000.0,1984,5,2,190705
608,2,88291140000.0,1984,6,2,190705
609,2,75964390000.0,1984,7,2,190705
610,2,57789490000.0,1984,8,2,190705
611,2,40600818000.0,1984,9,2,190705
612,2,12992594000.0,1984,10,2,190705
613,2,2992897300.0,1984,11,2,190705
614,2,488996480.0,1984,12,2,190705
615,2,1480722700.0,1985,1,2,190705
616,2,8271341600.0,1985,2,2,190705
617,2,25870643000.0,1985,3,2,190705
618,2,43319940000.0,1985,4,2,190705
619,2,73292866000.0,1985,5,2,190705
620,2,81376630000.0,1985,6,2,190705
621,2,78588200000.0,1985,7,2,190705
622,2,60514193000.0,1985,8,2,190705
623,2,32612006000.0,1985,9,2,190705
624,2,14923030000.0,1985,10,2,190705
625,2,3179058700.0,1985,11,2,190705
626,2,489811500.0,1985,12,2,190705
627,2,1532134100.0,1986,1,2,190705
628,2,8228000000.0,1986,2,2,190705
629,2,26654499000.0,1986,3,2,190705
630,2,46611816000.0,1986,4,2,190705
631,2,78849294000.0,1986,5,2,190705
632,2,94735270000.0,1986,6,2,190705
633,2,81974070000.0,1986,7,2,190705
634,2,60892996000.0,1986,8,2,190705
635,2,41192874000.0,1986,9,2,190705
636,2,14617467000.0,1986,10,2,190705
637,2,3106697500.0,1986,11,2,190705
638,2,472198660.0,1986,12,2,190705
639,2,1678246900.0,1987,1,2,190705
640,2,7781371000.0,1987,2,2,190705
641,2,29523878000.0,1987,3,2,190705
642,2,45974348000.0,1987,4,2,190705
643,2,84564790000.0,1987,5,2,190705
644,2,87629120000.0,1987,6,2,190705
645,2,77199100000.0,1987,7,2,190705
646,2,63842492000.0,1987,8,2,190705
647,2,34887754000.0,1987,9,2,190705
648,2,13247522000.0,1987,10,2,190705
649,2,2448412200.0,1987,11,2,190705
650,2,486535740.0,1987,12,2,190705
651,2,1707657500.0,1988,1,2,190705
652,2,8397143600.0,1988,2,2,190705
653,2,24736227000.0,1988,3,2,190705
654,2,49321157000.0,1988,4,2,190705
655,2,71108610000.0,1988,5,2,190705
656,2,87480975000.0,1988,6,2,190705
657,2,84920020000.0,1988,7,2,190705
658,2,58406117000.0,1988,8,2,190705
659,2,40466874000.0,1988,9,2,190705
660,2,12638735000.0,1988,10,2,190705
661,2,2635792000.0,1988,11,2,190705
662,2,481746620.0,1988,12,2,190705
663,2,1777103600.0,1989,1,2,190705
664,2,8571773000.0,1989,2,2,190705
665,2,28941478000.0,1989,3,2,190705
